Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P26885,P26885,3,3,3,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2,1,3,3,3,0,2,3,0,1,2,1,3,0,2,3,0,1,2,1,3,0,2,3,0,1,2,1,3,24.6,24.6,24.6,15.649,142,142,1,12,0,18.399,,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,14.1,24.6,0,4.9,14.1,4.9,24.6,6172000,0,149500,2235400,0,520920,1566200,349860,1350000,0,0,878680,0,0,0,0,688160,0,1,1,0,1,0,0,1,4,,,,748,4907;5702;5723,True;True;True,5121;5945;5967,30784;30785;36017;36018;36019;36020;36021;36022;36179;36180;36181;36182,22429;26231;26345;26346,22429;26231;26345,,,9606
P27144,P27144,5,5,5,"Adenylate kinase 4, mitochondrial",AK4,"sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",1,5,5,5,4,1,4,5,3,3,4,0,4,1,4,5,3,3,4,0,4,1,4,5,3,3,4,0,39.5,39.5,39.5,25.268,223,223,1,32,0,43.729,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,23.3,7.6,33.6,39.5,17.5,17.5,33.6,0,64107000,3926600,165890,4176000,21749000,10910000,10843000,12336000,0,845360,0,963390,3494100,3703700,3309600,2226100,0,3,0,2,5,3,3,3,0,19,,,,749,1460;3778;4361;9987;12128,True;True;True;True;True,1531;3933;4545;10457;12691,9041;9042;9043;9044;9045;9046;23385;23386;27126;27127;27128;27129;27130;27131;27132;27133;27134;27135;27136;27137;27138;27139;27140;63477;63478;63479;63480;63481;63482;77657;77658;77659,6552;6553;6554;6555;17009;17010;19804;19805;19806;19807;19808;19809;19810;46267;46268;46269;46270;46271;56818,6554;17010;19807;46269;56818,,,9606
P27348,P27348,8,5,5,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,1,8,5,5,6,5,5,6,6,4,5,3,3,3,3,4,3,2,3,2,3,3,3,4,3,2,3,2,40.8,33.9,33.9,27.764,245,245,1,23,0,144.13,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.2,20.8,20.8,32.7,24.1,13.1,20.8,17.6,59625000,8158400,5482900,9415200,10594000,7180900,4043700,7783700,6966000,1757700,2277900,3170700,3431300,2017000,2871100,2560500,2066300,2,3,3,4,2,2,2,1,19,,,,750,970;1939;2124;5375;5856;8130;10422;12510,True;True;False;False;True;False;True;True,1018;2027;2219;5612;5613;6106;8532;10904;13082,6014;6015;6016;6017;6018;6019;6020;6021;12078;12079;12080;12081;12082;12083;12084;13191;13192;13193;13194;13195;13196;13197;13198;13199;13200;13201;13202;13203;13204;13205;33840;33841;33842;33843;33844;33845;33846;33847;33848;36979;36980;36981;36982;36983;36984;51786;51787;51788;66343;80054,4401;4402;4403;4404;4405;4406;4407;8809;8810;8811;8812;8813;8814;8815;9619;9620;9621;9622;9623;9624;9625;9626;9627;9628;9629;9630;24644;24645;24646;24647;24648;24649;26893;26894;26895;26896;26897;37807;48518;58615,4403;8811;9626;24647;26895;37807;48518;58615,274;275,160;218,9606
P27361,P27361,3,2,2,Mitogen-activated protein kinase 3,MAPK3,sp|P27361|MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,1,3,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10.3,7.9,7.9,43.135,379,379,1,9,0,14.626,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,7.9,5,5,5,5,5,2.9,7.4,5715100,1559200,412440,419990,506420,1175500,582040,0,1059600,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,7,,,,751,636;4333;6698,False;True;True,674;4514;6976,3979;26910;26911;26912;26913;26914;26915;26916;42263;42264,2899;19662;19663;19664;19665;19666;30736;30737,2899;19663;30737,,,9606
P27448,P27448,2,2,2,MAP/microtubule affinity-regulating kinase 3,MARK3,sp|P27448|MARK3_HUMAN MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens OX=9606 GN=MARK3 PE=1 SV=5,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4.8,4.8,4.8,84.428,753,753,1,14,0,31.456,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.5,2.5,4.8,4.8,4.8,4.8,4.8,4.8,4796700,401470,203120,676400,325710,849230,507160,950030,883550,0,0,471080,205930,502970,282000,546400,484520,0,2,2,2,2,3,2,3,16,,,,752,9484;10937,True;True,9933;11441,60144;60145;60146;60147;60148;60149;60150;60151;69902;69903;69904;69905;69906;69907,43745;43746;43747;43748;43749;43750;43751;43752;43753;43754;51210;51211;51212;51213;51214;51215,43750;51210,,,9606
P27635;Q96L21,P27635,7;3,7;3,7;3,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4,2,7,7,7,7,6,7,7,6,6,6,7,7,6,7,7,6,6,6,7,7,6,7,7,6,6,6,7,25.2,25.2,25.2,24.604,214,214;214,1,79,0,145.64,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,412840000,72273000,22589000,41405000,27838000,67937000,78736000,53724000,48336000,7191300,6203500,9374500,8702200,6929600,9327600,8607800,8310200,8,7,10,8,9,9,9,10,70,,,,753,1816;1817;2826;2827;3084;6576;11498,True;True;True;True;True;True;True,1899;1900;2950;2951;3215;6850;12024;12025,11301;11302;11303;11304;11305;11306;11307;11308;11309;11310;11311;11312;11313;11314;11315;11316;17409;17410;17411;17412;17413;17414;17415;17416;17417;17418;17419;17420;17421;17422;17423;17424;17425;17426;17427;17428;18969;18970;18971;18972;18973;18974;18975;18976;41428;41429;41430;41431;41432;41433;41434;41435;41436;41437;41438;41439;41440;41441;41442;41443;73392;73393;73394;73395;73396;73397;73398;73399;73400;73401;73402;73403;73404;73405;73406;73407;73408;73409;73410,8221;8222;8223;8224;8225;8226;8227;8228;8229;8230;8231;8232;8233;12610;12611;12612;12613;12614;12615;12616;12617;12618;12619;12620;12621;12622;12623;12624;12625;12626;12627;12628;12629;12630;13784;13785;13786;13787;13788;13789;13790;13791;30133;30134;30135;30136;30137;30138;30139;30140;30141;30142;53791;53792;53793;53794;53795;53796;53797;53798;53799;53800;53801;53802;53803;53804;53805;53806;53807;53808;53809,8223;8226;12610;12630;13790;30133;53805,276;277,136;184,9606;9606
P27694,P27694,3,3,3,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,1,3,3,3,2,0,1,0,1,1,2,2,2,0,1,0,1,1,2,2,2,0,1,0,1,1,2,2,8.8,8.8,8.8,68.137,616,616,1,9,0,20.513,By MS/MS,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.7,0,2.6,0,2.6,2.6,6.7,6.7,6170300,106090,0,83489,0,43527,99780,3147200,2690300,0,0,0,0,0,0,1602600,1515500,1,0,0,0,0,0,1,2,4,,,,754,39;3143;12076,True;True;True,39;3277;12639,223;224;225;226;227;228;19353;19354;77372,171;14050;14051;56620,171;14050;56620,,,9606
P27695,P27695,6,6,6,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,1,6,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,6,6,25.5,25.5,25.5,35.554,318,318,1,46,0,127.48,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.8,25.5,20.8,25.5,25.5,20.8,25.5,25.5,69656000,18788000,6409200,6172100,7305900,8532800,4661100,7829300,9957400,3323000,2435400,2202200,2108400,2146400,2452100,1914700,2307100,6,3,4,3,4,5,4,4,33,,,,755,5432;5744;5746;7918;8645;11983,True;True;True;True;True;True,5671;5989;5991;8311;9075;12541,34157;34158;34159;34160;34161;34162;34163;34164;34165;36310;36311;36312;36313;36314;36315;36316;36317;36320;36321;36322;36323;36324;36325;36326;36327;50018;50019;50020;50021;50022;50023;50024;50025;55128;55129;55130;55131;55132;55133;55134;55135;76727;76728;76729;76730;76731,24855;24856;24857;24858;24859;24860;24861;24862;24863;26436;26438;26439;26440;26441;26442;26443;26444;26445;26446;36301;36302;36303;40287;40288;40289;40290;40291;40292;40293;40294;56117;56118;56119,24857;26436;26442;36301;40287;56117,,,9606
P27707,P27707,4,4,4,Deoxycytidine kinase,DCK,sp|P27707|DCK_HUMAN Deoxycytidine kinase OS=Homo sapiens OX=9606 GN=DCK PE=1 SV=1,1,4,4,4,3,2,2,3,2,4,3,3,3,2,2,3,2,4,3,3,3,2,2,3,2,4,3,3,18.1,18.1,18.1,30.518,260,260,1,27,0,36.889,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.3,8.1,7.3,12.3,9.2,18.1,12.3,13.1,21312000,5176900,761980,321200,4165700,1981600,3925800,1591400,3387100,1063100,960190,0,1338100,824480,897370,878620,1075000,3,1,2,3,1,3,2,3,18,,,,756,3658;3905;5048;6665,True;True;True;True,3810;4065;5270;6943,22651;22652;24169;24170;24171;24172;24173;24174;24175;24176;31740;31741;31742;31743;31744;31745;31746;31747;31748;31749;31750;42021;42022;42023;42024;42025;42026,16461;17615;17616;17617;17618;17619;17620;17621;17622;23152;23153;23154;23155;23156;23157;30590;30591;30592,16461;17616;23154;30590,,,9606
P27708,P27708,16,16,16,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,1,16,16,16,13,8,9,7,7,10,11,14,13,8,9,7,7,10,11,14,13,8,9,7,7,10,11,14,9.6,9.6,9.6,242.98,2225,2225,1,79,0,134.72,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.9,4.9,5.1,4.4,3.8,5.8,6,7.8,62324000,23890000,2628200,6213200,2889200,2521600,5295400,5539200,13348000,1220900,526170,819510,524840,447430,673200,633440,1256400,12,5,7,2,4,4,5,11,50,,,,757,792;886;6062;6141;6542;6793;7102;7406;8691;9432;10793;11393;11653;11753;11829;12116,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,832;932;6319;6399;6813;7076;7401;7711;9122;9881;11294;11917;12198;12305;12384;12679,4884;4885;4886;4887;4888;4889;4890;5436;5437;5438;5439;38314;38315;38316;38732;38733;38734;41191;41192;41193;41194;41195;41196;41197;42858;42859;42860;42861;42862;42863;42864;44650;44651;44652;44653;44654;44655;44656;46505;46506;46507;46508;46509;46510;46511;46512;55398;59873;59874;59875;59876;68985;68986;68987;68988;68989;68990;72793;72794;72795;74608;74609;74610;74611;74612;75268;75269;75773;75774;75775;75776;75777;75778;75779;75780;77602;77603;77604;77605,3580;3935;3936;27813;28117;28118;29953;29954;29955;29956;31171;31172;31173;31174;32531;32532;32533;32534;32535;32536;32537;32538;33863;33864;33865;33866;33867;33868;33869;40477;43568;43569;43570;50493;50494;50495;50496;53329;54685;54686;54687;54688;54689;55136;55460;55461;55462;55463;55464;55465;55466;56780;56781,3580;3936;27813;28117;29956;31171;32536;33869;40477;43568;50493;53329;54685;55136;55465;56781,,,9606
P27797,P27797,11,11,11,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,1,11,11,11,8,7,9,8,9,9,9,9,8,7,9,8,9,9,9,9,8,7,9,8,9,9,9,9,32.4,32.4,32.4,48.141,417,417,1,69,0,180.06,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.6,20.6,23.3,20.6,24,23.3,26.4,24,368010000,74879000,26545000,43553000,38886000,55080000,49862000,50246000,28957000,13114000,14115000,19529000,15069000,16514000,15903000,15079000,10117000,8,7,9,7,9,9,10,8,67,,,,758,2188;3048;3055;3056;3634;4376;4691;5772;5988;8697;11513,True;True;True;True;True;True;True;True;True;True;True,2285;3179;3186;3187;3785;4560;4887;6017;6244;9128;12040,13534;13535;13536;13537;13538;13539;13540;13541;18773;18774;18809;18810;18811;18812;18813;18814;18815;18816;18817;18818;18819;18820;18821;18822;18823;18824;22490;22491;27223;27224;27225;27226;27227;27228;27229;27230;29356;29357;29358;29359;29360;29361;29362;29363;36465;37865;37866;37867;37868;37869;37870;37871;37872;55429;55430;55431;55432;55433;55434;55435;55436;55437;73532;73533;73534;73535;73536;73537;73538,9829;9830;9831;9832;9833;9834;9835;9836;13648;13678;13679;13680;13681;13682;13683;13684;13685;13686;13687;13688;13689;13690;13691;13692;13693;13694;16341;16342;19870;19871;19872;19873;19874;19875;19876;19877;21432;21433;21434;21435;21436;21437;21438;21439;26533;27499;27500;27501;27502;27503;27504;27505;27506;40502;40503;40504;40505;40506;40507;40508;53919;53920;53921;53922;53923;53924;53925,9834;13648;13683;13688;16341;19871;21439;26533;27501;40507;53924,,,9606
P27816,P27816,25,25,25,Microtubule-associated protein 4,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3,1,25,25,25,18,15,19,22,19,19,17,21,18,15,19,22,19,19,17,21,18,15,19,22,19,19,17,21,30.5,30.5,30.5,121,1152,1152,1,154,0,292.77,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.8,13.3,19.4,25,19.8,19.8,18,24.1,237270000,38886000,16539000,21468000,39270000,34744000,29538000,29056000,27770000,3585800,4522000,4857800,7435100,7372300,6468700,5958200,5205900,8,10,9,17,13,15,11,13,96,,,,759,440;540;1134;1324;3363;4278;4279;5797;5950;6188;7697;8376;8471;10102;10428;10429;10501;10739;11056;11079;11080;11213;11472;11985;12212,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,463;568;1191;1388;3505;4456;4457;6043;6044;6205;6446;8021;8795;8892;10574;10910;10911;10988;11239;11564;11589;11590;11731;11998;12543;12779,2723;2724;2725;2726;2727;2728;2729;3356;7017;7018;7019;7020;7021;7022;7023;7024;8178;8179;8180;8181;8182;20810;20811;20812;20813;20814;26534;26535;26536;26537;26538;26539;26540;26541;26542;26543;26544;26545;26546;26547;26548;26549;26550;26551;26552;36604;36605;36606;36607;36608;36609;36610;36611;36612;37619;37620;37621;37622;37623;37624;37625;37626;39035;39036;39037;39038;39039;39040;39041;39042;48386;48387;48388;48389;53384;53970;53971;53972;64075;64076;64077;64078;64079;64080;64081;64082;66366;66367;66368;66369;66370;66371;66372;66373;66374;66375;66376;66377;66378;66379;66380;66842;66843;66844;66845;66846;66847;66848;66849;68647;68648;68649;68650;68651;68652;68653;68654;70573;70574;70575;70576;70577;70762;70763;70764;70765;70766;70767;70768;70769;70770;70771;70772;70773;70774;70775;70776;71616;71617;71618;71619;73268;73269;76738;76739;76740;78162;78163;78164;78165;78166;78167;78168;78169,2037;2038;2039;2040;2041;2496;5166;5167;5168;5169;5170;5973;15129;19357;19358;19359;19360;19361;19362;19363;19364;19365;19366;26638;26639;26640;26641;26642;27322;27323;27324;27325;27326;27327;27328;28339;28340;28341;28342;28343;28344;28345;28346;35209;39033;39452;39453;39454;46705;46706;46707;46708;46709;46710;46711;46712;48530;48531;48532;48533;48860;48861;48862;48863;48864;48865;48866;48867;50236;51667;51668;51669;51670;51826;51827;51828;51829;51830;51831;51832;51833;51834;51835;51836;51837;51838;51839;51840;52478;53697;56126;57174;57175;57176;57177;57178;57179;57180,2039;2496;5169;5973;15129;19357;19365;26641;27325;28344;35209;39033;39454;46710;48530;48533;48862;50236;51668;51827;51834;52478;53697;56126;57174,278,370,9606
P27824,P27824,4,4,4,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,1,4,4,4,4,3,3,3,2,4,3,4,4,3,3,3,2,4,3,4,4,3,3,3,2,4,3,4,7.6,7.6,7.6,67.567,592,592,1,34,0,51.37,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.6,5.1,5.1,5.1,5.1,7.6,7.6,7.6,74697000,23098000,7307600,7383400,7292200,5278700,11854000,5847300,6634900,4085600,2726200,2826500,2548000,2720000,4018900,2762700,2622100,4,3,3,1,2,5,3,4,25,,,,760,698;5137;5138;5557,True;True;True;True,737;5364;5365;5799,4365;4366;4367;4368;4369;4370;4371;4372;32285;32286;32287;32288;32289;32290;32291;32292;32293;32294;32295;32296;32297;32298;32299;32300;32301;32302;32303;32304;35046;35047;35048;35049;35050;35051,3204;3205;3206;3207;3208;3209;3210;3211;23538;23539;23540;23541;23542;23543;23544;23545;23546;23547;23548;23549;23550;23551;23552;25513;25514,3209;23538;23549;25513,,,9606
P27986,P27986,1,1,1,Phosphatidylinositol 3-kinase regulatory subunit alpha,PIK3R1,sp|P27986|P85A_HUMAN Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Homo sapiens OX=9606 GN=PIK3R1 PE=1 SV=2,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,2.5,2.5,2.5,83.597,724,724,1,5,0.0032626,7.0576,,By MS/MS,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,2.5,0,0,2.5,2.5,2.5,2.5,2280300,0,166730,0,0,232870,0,1130400,750250,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,,,,761,2240,TRUE,2338,13839;13840;13841;13842;13843,10037;10038;10039;10040,10040,,,9606
P28062,P28062,12,12,12,Proteasome subunit beta type-8,PSMB8,sp|P28062|PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=3,1,12,12,12,8,12,12,11,11,10,12,11,8,12,12,11,11,10,12,11,8,12,12,11,11,10,12,11,47.8,47.8,47.8,30.354,276,276,1,147,0,315.56,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.3,47.8,47.8,42.4,42.4,34.4,47.8,47.8,1429000000,198290000,226610000,205060000,176720000,193590000,105300000,153850000,169640000,32804000,99450000,71720000,54908000,56453000,37948000,42418000,44784000,10,19,16,14,18,13,16,14,120,,,,762,372;788;1432;1627;2898;3555;3631;5478;7386;7387;9051;11343,True;True;True;True;True;True;True;True;True;True;True;True,391;828;1501;1502;1503;1703;3022;3702;3782;5718;7688;7689;7690;7691;7692;9489;11865,2315;2316;2317;2318;2319;2320;2321;2322;4855;4856;4857;4858;4859;4860;4861;4862;4863;4864;4865;4866;4867;4868;4869;4870;8865;8866;8867;8868;8869;8870;8871;8872;8873;8874;8875;8876;8877;9994;9995;9996;9997;9998;9999;10000;10001;10002;10003;10004;17844;17845;17846;17847;17848;17849;17850;17851;21966;21967;21968;21969;21970;21971;21972;21973;21974;21975;21976;21977;21978;21979;21980;21981;21982;21983;22478;22479;22480;22481;22482;34470;34471;34472;34473;34474;34475;34476;34477;46383;46384;46385;46386;46387;46388;46389;46390;46391;46392;46393;46394;46395;46396;46397;46398;46399;46400;46401;57541;57542;57543;57544;57545;57546;57547;57548;57549;57550;57551;57552;57553;57554;57555;57556;57557;72464;72465;72466;72467;72468;72469;72470;72471;72472;72473;72474;72475;72476;72477;72478;72479;72480;72481;72482;72483;72484;72485;72486;72487,1726;1727;1728;1729;1730;1731;1732;1733;3560;3561;3562;3563;3564;3565;3566;3567;3568;3569;6431;6432;6433;6434;6435;6436;6437;6438;6439;6440;6441;7237;7238;7239;7240;7241;7242;7243;7244;7245;7246;7247;7248;7249;7250;12942;12943;12944;12945;12946;12947;12948;12949;15981;15982;15983;15984;15985;15986;15987;15988;15989;15990;15991;15992;15993;15994;15995;15996;15997;16333;16334;16335;25107;25108;25109;25110;25111;25112;25113;25114;25115;25116;25117;33779;33780;33781;33782;33783;33784;33785;33786;33787;33788;41945;41946;41947;41948;41949;41950;41951;41952;41953;41954;53084;53085;53086;53087;53088;53089;53090;53091;53092;53093;53094;53095;53096;53097;53098;53099;53100;53101;53102;53103,1732;3566;6437;7246;12946;15990;16333;25109;33781;33788;41949;53099,279;280;281,197;211;251,9606
P28065,P28065,7,7,7,Proteasome subunit beta type-9,PSMB9,sp|P28065|PSB9_HUMAN Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2,1,7,7,7,5,6,5,6,7,6,7,7,5,6,5,6,7,6,7,7,5,6,5,6,7,6,7,7,34.2,34.2,34.2,23.264,219,219,1,59,0,170.02,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.5,28.3,20.5,28.3,34.2,32.4,34.2,34.2,110730000,9792300,13166000,6505100,11913000,30909000,11746000,17234000,9466500,1911600,3833100,2575200,2497900,5803400,2596200,3204500,2403700,5,5,5,5,8,4,6,7,45,,,,763,1733;7427;9142;11358;11541;11915;12643,True;True;True;True;True;True;True,1812;1813;7732;9583;11881;12075;12471;13222,10674;10675;10676;10677;10678;10679;10680;10681;10682;10683;10684;10685;10686;10687;10688;10689;10690;46630;46631;46632;46633;46634;46635;46636;46637;58106;58107;58108;58109;72589;72590;72591;72592;72593;72594;72595;72596;73788;73789;73790;73791;73792;73793;73794;73795;76287;76288;76289;76290;76291;76292;76293;76294;80937;80938;80939;80940;80941;80942,7762;7763;7764;7765;7766;7767;7768;7769;7770;7771;7772;7773;7774;7775;7776;33954;33955;33956;33957;42324;53188;53189;53190;53191;53192;53193;53194;54097;54098;54099;54100;54101;54102;54103;55817;55818;55819;55820;55821;55822;55823;55824;55825;59277;59278;59279,7776;33954;42324;53189;54100;55823;59278,282,138,9606
P28066,P28066,4,4,4,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,1,4,4,4,1,2,1,3,4,3,3,3,1,2,1,3,4,3,3,3,1,2,1,3,4,3,3,3,22.4,22.4,22.4,26.411,241,241,1,23,0,29.303,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5,12.9,7.9,18.3,22.4,18.3,18.3,18.3,51987000,1017400,3585200,3713500,5199400,15167000,4866800,11082000,7356000,0,0,0,1827700,3179100,0,2827400,1819100,1,0,1,0,3,0,2,3,10,,,,764,386;1668;5126;6394,True;True;True;True,405;1746;5351;5352;6660,2383;2384;2385;2386;2387;2388;2389;10251;32213;32214;32215;32216;32217;32218;32219;40305;40306;40307;40308;40309;40310;40311;40312,1772;1773;1774;7438;23480;23481;23482;23483;29276;29277;29278;29279;29280;29281;29282,1774;7438;23483;29277,283,59,9606
P28068,P28068,2,2,2,"HLA class II histocompatibility antigen, DM beta chain",HLA-DMB,"sp|P28068|DMB_HUMAN HLA class II histocompatibility antigen, DM beta chain OS=Homo sapiens OX=9606 GN=HLA-DMB PE=1 SV=1",1,2,2,2,1,2,1,1,0,1,1,2,1,2,1,1,0,1,1,2,1,2,1,1,0,1,1,2,8.4,8.4,8.4,28.943,263,263,1,9,0,12.786,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By matching,By MS/MS,8,8.4,8,8,0,8,8,8.4,4174300,575170,985440,513870,397420,0,477440,328770,896210,0,892930,0,0,0,0,0,521600,1,1,0,1,0,1,0,1,5,,,,765,275;9050,True;True,286;9488,1686;1687;1688;1689;1690;1691;1692;57539;57540,1254;1255;1256;1257;41944,1257;41944,,,9606
