Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PD1,Peptides PD2,Peptides PD3,Peptides PD4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides PD1,Razor + unique peptides PD2,Razor + unique peptides PD3,Razor + unique peptides PD4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides PD1,Unique peptides PD2,Unique peptides PD3,Unique peptides PD4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type PD1,Identification type PD2,Identification type PD3,Identification type PD4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage PD1 [%],Sequence coverage PD2 [%],Sequence coverage PD3 [%],Sequence coverage PD4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity PD1,Intensity PD2,Intensity PD3,Intensity PD4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity PD1,LFQ intensity PD2,LFQ intensity PD3,LFQ intensity PD4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count PD1,MS/MS count PD2,MS/MS count PD3,MS/MS count PD4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P13797,P13797,10,5,3,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,1,10,5,3,5,4,4,7,7,5,8,8,1,0,0,3,3,0,3,3,0,0,0,1,2,0,3,3,17.8,9.8,5.7,70.81,630,630,1,14,0,61.591,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,8.7,6.5,6.5,12.9,12.7,7.9,13.7,13.7,5380200,413430,0,0,1298700,1594200,0,899590,1174300,0,0,0,0,492640,0,504060,1134100,1,0,0,1,1,0,2,3,8,,,,567,563;935;1503;4297;4750;6955;7307;8127;11062;11538,True;True;True;False;True;False;False;True;False;False,595;977;1571;4469;4947;7223;7617;7618;8513;11565;12054,3108;3109;5168;8361;8362;8363;24194;24195;24196;24197;24198;24199;24200;24201;27050;27051;27052;27053;39586;39587;39588;39589;39590;39591;39592;39593;39594;39595;39596;39597;39598;39599;39600;39601;39602;39603;39604;41733;41734;41735;41736;41737;41738;41739;41740;41741;41742;41743;41744;41745;41746;41747;41748;41749;41750;41751;41752;41753;41754;41755;41756;47120;47121;47122;47123;64389;64390;64391;64392;64393;64394;64395;67006;67007;67008;67009;67010,2294;2295;3718;5921;17350;17351;17352;17353;17354;17355;17356;17357;19356;19357;19358;28247;28248;28249;28250;28251;28252;28253;28254;28255;28256;28257;28258;28259;29698;29699;29700;29701;29702;29703;29704;29705;29706;29707;29708;29709;29710;29711;29712;29713;29714;29715;29716;29717;29718;29719;29720;29721;33756;46268;48070;48071;48072;48073;48074,2295;3718;5921;17350;19357;28247;29712;33756;46268;48070,203;205,46;169,9606
P13798,P13798,6,6,6,Acylamino-acid-releasing enzyme,APEH,sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4,1,6,6,6,3,4,2,3,4,3,5,3,3,4,2,3,4,3,5,3,3,4,2,3,4,3,5,3,8.9,8.9,8.9,81.224,732,732,1,27,0,43.682,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.8,5.1,2.3,4.1,5.3,4.4,6.8,4.8,15698000,419880,1018000,193430,849050,3288700,4412000,1890000,3626700,1435000,1397700,1533500,1644800,1379700,1456700,1591600,1476700,0,4,0,2,2,1,4,1,14,,,,568,431;8113;8458;10440;10744;11300,True;True;True;True;True;True,454;8499;8852;10905;11223;11807,2401;2402;2403;47032;47033;47034;47035;47036;47037;47038;48955;48956;60625;60626;60627;60628;60629;60630;60631;60632;62436;62437;62438;65684;65685;65686;65687,1771;1772;1773;33693;33694;33695;33696;33697;34974;43526;44849;44850;47173;47174,1772;33693;34974;43526;44850;47174,,,9606
P13804,P13804,5,5,5,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,"sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",1,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,24.6,24.6,24.6,35.079,333,333,1,33,0,108.91,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,16.5,22.5,16.5,22.5,22.5,22.5,22.5,17.4,31096000,1853100,4263500,948530,2851900,7172200,6521000,5028400,2457000,3693100,3315700,6078900,2726900,3950300,3185100,2590300,2032600,5,4,4,3,5,3,3,2,29,,,,569,3538;5951;6521;9451;10067,True;True;True;True;True,3677;6191;6777;9877;10519,19596;19597;19598;19599;19600;19601;19602;19603;34085;34086;34087;34088;34089;34090;34091;34092;37252;37253;37254;37255;37256;37257;37258;37259;37260;54574;54575;58486;58487;58488;58489;58490;58491,13958;13959;13960;13961;13962;13963;13964;13965;13966;24317;24318;24319;24320;24321;24322;24323;24324;26585;26586;26587;26588;26589;26590;38926;38927;41966;41967;41968;41969,13960;24321;26590;38927;41969,,,9606
P13807,P13807,1,1,1,"Glycogen [starch] synthase, muscle",GYS1,"sp|P13807|GYS1_HUMAN Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2",1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2.3,2.3,2.3,83.785,737,737,1,2,0.0013387,7.7208,,By MS/MS,,By MS/MS,,,,,0,2.3,0,2.3,0,0,0,0,1663400,0,948770,0,714680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,,,,570,8761,TRUE,9163,50696;50697,36156;36157,36156,,,9606
P13861,P13861,4,4,4,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,1,4,4,4,0,0,0,0,2,3,1,2,0,0,0,0,2,3,1,2,0,0,0,0,2,3,1,2,12.1,12.1,12.1,45.518,404,404,1,8,0,28.521,,,,,By MS/MS,By MS/MS,By matching,By MS/MS,0,0,0,0,8.7,12.1,3,7.9,3176100,0,0,0,0,1032400,904760,340010,898930,0,0,0,0,861900,712030,0,0,0,0,0,0,2,2,0,2,6,,,,571,84;586;4855;9419,True;True;True;True,87;619;5059;9844,466;3224;3225;3226;3227;27651;27652;54436,325;2369;2370;2371;19781;38822,325;2369;19781;38822,,,9606
P13984,P13984,4,4,4,General transcription factor IIF subunit 2,GTF2F2,sp|P13984|T2FB_HUMAN General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2,1,4,4,4,0,0,0,0,4,3,3,3,0,0,0,0,4,3,3,3,0,0,0,0,4,3,3,3,19.7,19.7,19.7,28.38,249,249,1,13,0,23.435,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,19.7,16.5,16.1,16.1,5495900,0,0,0,0,1982600,1315300,1320600,877410,0,0,0,0,920770,595390,704380,521700,0,0,0,0,2,2,3,0,7,,,,572,183;8329;11359;11795,True;True;True;True,191;8720;11871;12315,976;977;978;979;48232;48233;66043;66044;66045;66046;68539;68540;68541,694;695;696;34507;47417;47418;49200,696;34507;47418;49200,,,9606
P13995,P13995,1,1,1,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,"sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,3.4,3.4,3.4,37.895,350,350,1,7,0.0013471,7.8998,By matching,By matching,,By matching,By MS/MS,By MS/MS,By matching,By matching,3.4,3.4,0,3.4,3.4,3.4,3.4,3.4,6658000,159510,213490,0,252530,1489500,2074600,1359700,1108800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,,573,1633,TRUE,1704,9037;9038;9039;9040;9041;9042;9043,6388;6389,6389,,,9606
P14174,P14174,1,1,1,Macrophage migration inhibitory factor,MIF,sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.6,9.6,9.6,12.476,115,115,1,26,0,34.713,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,707900000,6000200,15101000,4076400,9058700,303590000,139200000,150640000,80230000,17960000,18427000,22348000,14642000,210810000,91644000,108230000,57204000,3,3,3,4,5,4,4,3,29,,,,574,7961,TRUE,8338;8339,46090;46091;46092;46093;46094;46095;46096;46097;46098;46099;46100;46101;46102;46103;46104;46105;46106;46107;46108;46109;46110;46111;46112;46113;46114;46115,33041;33042;33043;33044;33045;33046;33047;33048;33049;33050;33051;33052;33053;33054;33055;33056;33057;33058;33059;33060;33061;33062;33063;33064;33065;33066;33067;33068;33069,33067,206,3,9606
P14316,P14316,2,2,2,Interferon regulatory factor 2,IRF2,sp|P14316|IRF2_HUMAN Interferon regulatory factor 2 OS=Homo sapiens OX=9606 GN=IRF2 PE=1 SV=2,1,2,2,2,0,0,0,0,2,1,2,2,0,0,0,0,2,1,2,2,0,0,0,0,2,1,2,2,5.4,5.4,5.4,39.354,349,349,1,7,0.00096432,11.121,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,5.4,3.2,5.4,5.4,1161900,0,0,0,0,685280,177060,193990,105590,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,,,,575,4244;7887,True;True,4414;8263,23845;23846;23847;23848;45697;45698;45699,17064;17065;17066;17067;32774;32775;32776,17064;32774,,,9606
P14317,P14317,13,13,13,Hematopoietic lineage cell-specific protein,HCLS1,sp|P14317|HCLS1_HUMAN Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3,1,13,13,13,7,5,7,4,12,9,10,6,7,5,7,4,12,9,10,6,7,5,7,4,12,9,10,6,37,37,37,54.013,486,486,1,63,0,140.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.1,15,24.1,13,35.2,28.8,27.6,18.1,95341000,2900900,4382600,3433900,3228300,26791000,24000000,20120000,10484000,5765100,4680300,9621000,4589600,10032000,8815100,8145800,6996500,5,4,4,3,11,8,8,5,48,,,,576,40;397;1724;3052;5244;8425;9012;9015;9722;9723;9876;10409;11202,True;True;True;True;True;True;True;True;True;True;True;True;True,41;418;1799;3172;5459;8818;9423;9426;9427;10151;10152;10316;10874;11706,229;230;231;232;233;234;235;2217;2218;2219;2220;2221;9598;9599;9600;9601;9602;9603;9604;9605;16830;16831;16832;16833;29953;29954;29955;29956;29957;29958;29959;29960;48771;48772;48773;52154;52155;52156;52157;52158;52159;52160;52161;52170;52171;52172;52173;52174;52175;52176;56300;56301;56302;56303;56304;57133;57134;57135;57136;60448;65127;65128;65129,163;164;165;166;167;168;1651;6790;6791;6792;6793;6794;6795;6796;11941;21411;21412;21413;21414;21415;21416;21417;21418;21419;34839;34840;37156;37157;37158;37159;37160;37161;37162;37163;37168;37169;37170;37171;37172;37173;37174;40341;40342;40343;40344;40947;40948;43387;46772,168;1651;6791;11941;21419;34840;37160;37170;40341;40344;40947;43387;46772,207,215,9606
P14324,P14324,4,4,4,Farnesyl pyrophosphate synthase,FDPS,sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4,1,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,10.5,10.5,10.5,48.275,419,419,1,39,0,43.52,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.5,10.5,8.4,10.5,10.5,10.5,10.5,8.4,115980000,4568000,11095000,3421400,12467000,25839000,9299600,24038000,25250000,12160000,7635200,10811000,11990000,8858300,6391200,9539400,10736000,4,4,3,4,5,4,5,3,32,,,,577,840;4324;6302;8043,True;True;True;True,880;4496;6550;8423,4600;4601;4602;4603;4604;4605;4606;4607;24370;24371;24372;24373;24374;24375;36067;36068;36069;36070;36071;36072;36073;36074;46577;46578;46579;46580;46581;46582;46583;46584;46585;46586;46587;46588;46589;46590;46591;46592;46593,3311;3312;3313;3314;3315;3316;3317;3318;17482;17483;17484;17485;17486;17487;25722;25723;25724;25725;25726;25727;25728;25729;33370;33371;33372;33373;33374;33375;33376;33377;33378;33379,3314;17485;25727;33370,,,9606
P14550,P14550,9,9,9,Alcohol dehydrogenase [NADP(+)],AKR1A1,sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,1,9,9,9,9,6,6,7,8,6,7,7,9,6,6,7,8,6,7,7,9,6,6,7,8,6,7,7,35.4,35.4,35.4,36.573,325,325,1,61,0,89.944,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.4,21.5,21.5,25.2,32,25.2,28.9,28.9,77865000,4779900,5736200,2905100,6438800,15732000,11273000,14628000,16371000,7412200,4505500,8199600,6981300,4243800,3239300,4648000,4668600,8,4,3,5,7,5,6,7,45,,,,578,906;930;963;3258;3773;7371;10669;11546;11722,True;True;True;True;True;True;True;True;True,948;972;1006;3383;3919;7699;11147;12062;12241,5026;5027;5028;5029;5030;5031;5032;5033;5034;5035;5036;5037;5038;5144;5145;5146;5147;5148;5335;5336;5337;5338;5339;5340;5341;5342;18056;18057;18058;18059;18060;18061;18062;18063;20880;20881;20882;20883;20884;20885;20886;20887;42154;42155;42156;42157;42158;62001;62002;62003;62004;62005;67046;67047;67048;67049;67050;67051;67052;67053;68095,3614;3615;3616;3617;3702;3703;3704;3705;3706;3849;3850;3851;3852;12841;12842;12843;12844;12845;12846;12847;12848;14929;14930;14931;14932;14933;14934;14935;29962;29963;29964;29965;29966;44546;44547;44548;44549;44550;48102;48103;48104;48105;48106;48107;48108;48879,3616;3704;3849;12847;14931;29965;44550;48104;48879,,,9606
P14598;A6NI72;A8MVU1,P14598;A6NI72;A8MVU1,15;13;12,15;13;12,15;13;12,Neutrophil cytosol factor 1;Putative neutrophil cytosol factor 1B;Putative neutrophil cytosol factor 1C,NCF1;NCF1B;NCF1C,sp|P14598|NCF1_HUMAN Neutrophil cytosol factor 1 OS=Homo sapiens OX=9606 GN=NCF1 PE=1 SV=4;sp|A6NI72|NCF1B_HUMAN Putative neutrophil cytosol factor 1B OS=Homo sapiens OX=9606 GN=NCF1B PE=5 SV=2;sp|A8MVU1|NCF1C_HUMAN Putative neutrophil cytosol factor 1C OS,3,15,15,15,6,7,3,10,13,12,15,15,6,7,3,10,13,12,15,15,6,7,3,10,13,12,15,15,52.6,52.6,52.6,44.681,390,390;391;366,1,103,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21,24.4,8.5,39.7,50.3,37.9,52.6,52.6,350860000,3740900,9754100,879570,23999000,79941000,52377000,80439000,99728000,4847300,5849700,3464700,8591100,16974000,13093000,16529000,21982000,5,4,3,7,16,12,17,19,83,,,,579,946;2013;2846;2896;3778;4996;5436;6368;7942;8025;8595;8652;9631;10358;11186,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,988;2096;2097;2959;3011;3924;5203;5204;5654;5655;6622;8319;8403;8991;8992;9051;10058;10821;10822;11690,5230;5231;5232;11250;11251;11252;11253;11254;11255;11256;11257;11258;11259;11260;11261;11262;15694;15695;15696;15697;15698;15699;15700;15701;15963;15964;20944;20945;20946;20947;20948;20949;20950;20951;28461;28462;28463;28464;28465;28466;28467;28468;28469;28470;28471;28472;28473;28474;31072;31073;31074;31075;31076;31077;31078;31079;36491;36492;36493;45989;45990;45991;45992;45993;46455;46456;46457;46458;46459;49716;49717;49718;49719;49720;49721;49722;49723;49724;49725;50032;50033;50034;50035;55436;55437;55438;55439;55440;60131;60132;60133;60134;60135;60136;60137;60138;60139;60140;65050;65051;65052;65053;65054,3762;3763;3764;7957;7958;7959;7960;7961;7962;7963;7964;7965;7966;11115;11116;11117;11118;11119;11120;11121;11122;11123;11300;14977;14978;14979;14980;14981;14982;14983;14984;20349;20350;20351;20352;20353;20354;20355;20356;20357;20358;20359;20360;22171;22172;22173;22174;22175;25998;25999;32979;32980;32981;33292;33293;33294;33295;33296;35479;35480;35481;35482;35483;35484;35485;35486;35487;35696;35697;35698;35699;35700;39570;43135;43136;43137;43138;43139;43140;46720;46721;46722;46723,3763;7962;11115;11300;14980;20353;22172;25999;32981;33296;35480;35696;39570;43140;46721,208;209;210;211;212,27;57;141;175;278,9606;9606;9606
P14618;P30613,P14618,26;1,26;1,26;1,Pyruvate kinase PKM,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4,2,26,26,26,26,25,23,25,24,24,24,23,26,25,23,25,24,24,24,23,26,25,23,25,24,24,24,23,49.7,49.7,49.7,57.936,531,531;574,1,314,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,49.7,49.7,47.1,49.7,47.5,47.5,47.5,45.8,2792300000,215120000,433280000,76826000,284020000,447140000,398390000,458420000,479140000,162800000,150890000,127570000,130150000,98549000,91248000,92243000,94411000,30,38,26,34,35,33,38,34,268,,,,580,615;1294;1457;2536;2994;3003;3480;3481;3573;4403;4821;4918;5119;5120;5178;5179;5846;6568;7381;7982;8570;9690;9816;9817;9818;11049,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,648;1352;1520;2635;2636;3112;3121;3615;3616;3713;4577;5021;5022;5123;5331;5332;5333;5392;5393;6080;6829;7710;7711;8360;8966;10119;10253;10254;10255;11550;11551,3379;3380;3381;3382;3383;3384;3385;3386;7187;7188;7189;7190;7191;7192;7193;8093;8094;8095;8096;8097;8098;8099;8100;13904;13905;13906;13907;13908;13909;13910;13911;13912;13913;13914;13915;13916;13917;13918;13919;13920;13921;13922;13923;13924;13925;13926;13927;16499;16500;16501;16502;16503;16504;16505;16506;16557;16558;16559;16560;16561;16562;16563;19268;19269;19270;19271;19272;19273;19274;19275;19276;19277;19278;19279;19280;19281;19282;19770;19771;19772;19773;19774;19775;19776;19777;19778;19779;24883;24884;24885;24886;27437;27438;27439;27440;27441;27442;27443;27444;27445;27446;27447;27448;27449;27450;27451;27452;27453;27454;27455;27456;27457;27458;27459;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057;28058;29184;29185;29186;29187;29188;29189;29190;29191;29192;29193;29194;29195;29196;29197;29198;29199;29200;29201;29202;29203;29204;29205;29206;29207;29208;29209;29210;29211;29212;29213;29214;29215;29216;29217;29218;29219;29567;29568;29569;29570;29571;29572;29573;29574;29575;29576;29577;29578;29579;29580;29581;29582;33532;33533;33534;33535;33536;33537;33538;33539;33540;33541;33542;33543;33544;33545;33546;37531;37532;37533;37534;37535;37536;37537;37538;37539;37540;42221;42222;42223;42224;42225;42226;42227;42228;42229;42230;42231;42232;42233;42234;46241;49573;49574;49575;49576;49577;49578;49579;49580;49581;49582;49583;49584;56126;56127;56128;56129;56130;56131;56132;56133;56800;56801;56802;56803;56804;56805;56806;56807;56808;56809;56810;56811;56812;56813;56814;56815;56816;56817;56818;56819;56820;56821;56822;56823;56824;56825;56826;56827;56828;56829;56830;56831;56832;56833;56834;56835;56836;56837;56838;56839;56840;56841;56842;56843;56844;56845;56846;56847;56848;56849;56850;56851;56852;56853;64267;64268;64269;64270;64271;64272;64273;64274;64275;64276;64277;64278;64279;64280;64281;64282;64283;64284;64285;64286;64287;64288;64289,2492;2493;2494;2495;2496;2497;2498;2499;5106;5107;5724;5725;5726;5727;5728;5729;5730;5731;9827;9828;9829;9830;9831;9832;9833;9834;9835;9836;9837;9838;9839;9840;9841;9842;9843;9844;9845;9846;9847;9848;9849;11695;11696;11697;11698;11699;11700;11701;11702;11736;11737;11738;11739;13714;13715;13716;13717;13718;13719;13720;13721;13722;13723;13724;13725;13726;13727;13728;14088;14089;14090;14091;14092;14093;14094;17869;17870;17871;17872;19614;19615;19616;19617;19618;19619;19620;19621;19622;19623;19624;19625;19626;19627;19628;19629;19630;19631;19632;20061;20062;20063;20064;20065;20066;20067;20068;20069;20867;20868;20869;20870;20871;20872;20873;20874;20875;20876;20877;20878;20879;20880;20881;20882;20883;20884;20885;20886;20887;20888;20889;20890;20891;20892;20893;20894;20895;20896;20897;21154;21155;21156;21157;21158;21159;21160;21161;21162;21163;21164;21165;21166;21167;21168;21169;23932;23933;23934;23935;23936;23937;23938;23939;23940;23941;23942;26786;26787;26788;26789;26790;26791;26792;26793;26794;26795;26796;26797;26798;30005;30006;30007;30008;30009;30010;30011;30012;30013;30014;30015;30016;30017;30018;33152;35389;35390;35391;35392;35393;35394;35395;35396;35397;35398;35399;40224;40225;40226;40227;40228;40229;40230;40231;40686;40687;40688;40689;40690;40691;40692;40693;40694;40695;40696;40697;40698;40699;40700;40701;40702;40703;40704;40705;40706;40707;40708;40709;40710;40711;40712;40713;40714;40715;40716;40717;40718;40719;40720;40721;40722;40723;40724;40725;40726;40727;40728;40729;40730;46183;46184;46185;46186;46187;46188;46189;46190;46191;46192;46193;46194;46195;46196;46197;46198,2492;5107;5726;9846;11696;11738;13718;13723;14090;17872;19617;20067;20873;20894;21155;21162;23934;26786;30007;33152;35393;40225;40687;40705;40729;46184,213;214;215;216;217,149;239;377;494;525,9606;9606
P14625;Q58FF3,P14625,32;4,30;4,30;4,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,2,32,30,30,30,31,27,30,28,27,28,26,28,29,25,28,26,25,26,24,28,29,25,28,26,25,26,24,41.2,39.5,39.5,92.468,803,803;399,1,294,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,36.2,39.2,37.1,38.1,34.4,32.3,35.1,32.3,835320000,104360000,146150000,20168000,60037000,191760000,120220000,130130000,62488000,123400000,74078000,46526000,37367000,67575000,50657000,47042000,22373000,29,30,21,26,33,28,26,23,216,,,,581,936;1121;1464;1525;1571;1689;1698;1699;1915;1916;2257;2354;2777;3260;3590;4076;4077;4423;4898;5022;5568;5575;5576;5678;6135;6231;7646;7647;8919;9213;9256;9908,True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,978;1172;1528;1593;1641;1764;1773;1774;1996;1997;2350;2448;2886;3385;3730;4236;4237;4597;5103;5232;5795;5802;5803;5907;6377;6477;8002;8003;8004;8005;9323;9324;9633;9678;10351,5169;5170;5171;5172;5173;5174;5175;6211;6212;6213;6214;6215;6216;6217;6218;8133;8134;8135;8136;8137;8138;8139;8140;8448;8449;8450;8451;8452;8453;8454;8455;8456;8457;8458;8459;8460;8461;8729;8730;8731;8732;8733;9390;9391;9392;9393;9394;9395;9396;9433;9434;9435;9436;9437;9438;9439;9440;9441;9442;9443;9444;9445;9446;9447;9448;9449;9450;9451;9452;9453;9454;9455;9456;10729;10730;10731;10732;10733;10734;10735;10736;10737;10738;10739;10740;10741;10742;10743;10744;12463;12464;12465;12466;12933;12934;12935;12936;12937;12938;12939;12940;12941;12942;12943;12944;12945;12946;12947;12948;15306;15307;15308;15309;15310;15311;15312;15313;15314;15315;15316;15317;15318;18069;18070;18071;18072;18073;18074;18075;18076;19860;19861;19862;19863;22797;22798;22799;22800;22801;22802;22803;22804;22805;22806;22807;22808;22809;22810;22811;22812;22813;25006;25007;25008;25009;25010;25011;25012;25013;25014;25015;27926;27927;27928;27929;27930;27931;27932;27933;27934;28669;28670;28671;28672;28673;28674;28675;28676;28677;28678;28679;28680;28681;28682;28683;31878;31879;31880;31881;31882;31883;31884;31885;31886;31926;31927;31928;31929;31930;31931;31932;31933;31934;31935;31936;31937;31938;31939;31940;32529;32530;35052;35053;35054;35055;35056;35057;35615;35616;35617;35618;35619;35620;35621;44308;44309;44310;44311;44312;44313;44314;44315;44316;44317;44318;44319;44320;44321;44322;44323;44324;44325;44326;44327;44328;44329;44330;44331;44332;44333;44334;44335;44336;44337;44338;44339;44340;44341;44342;51539;51540;51541;51542;51543;51544;51545;51546;51547;51548;51549;51550;51551;51552;51553;51554;51555;51556;51557;51558;51559;51560;51561;53256;53257;53258;53259;53260;53261;53262;53525;53526;53527;53528;53529;53530;53531;53532;57307;57308;57309;57310;57311;57312;57313;57314;57315;57316;57317;57318;57319,3719;4463;4464;4465;4466;4467;4468;4469;4470;5750;5751;5752;5753;5754;5755;5756;5757;5981;5982;5983;5984;5985;5986;5987;5988;5989;5990;5991;5992;6189;6190;6191;6192;6643;6644;6645;6646;6647;6648;6649;6650;6651;6683;6684;6685;6686;6687;6688;6689;6690;6691;6692;6693;6694;6695;6696;6697;6698;6699;7601;7602;7603;7604;7605;7606;7607;7608;7609;7610;7611;7612;7613;7614;7615;7616;8796;8797;8798;9099;9100;9101;9102;9103;9104;9105;9106;9107;9108;9109;9110;9111;9112;10835;10836;10837;10838;10839;10840;10841;10842;10843;10844;10845;10846;10847;10848;12854;12855;12856;12857;12858;12859;12860;12861;14156;14157;14158;14159;16337;16338;16339;16340;16341;16342;16343;16344;16345;16346;17957;17958;17959;17960;17961;17962;17963;17964;17965;17966;17967;19975;19976;20504;20505;20506;20507;20508;20509;20510;20511;22729;22730;22731;22732;22733;22734;22735;22736;22764;22765;22766;22767;22768;22769;22770;23201;25028;25029;25030;25031;25032;25419;25420;25421;25422;25423;25424;31684;31685;31686;31687;31688;31689;31690;31691;31692;31693;31694;31695;31696;31697;31698;31699;31700;31701;31702;31703;31704;31705;31706;31707;31708;31709;31710;31711;36723;36724;36725;36726;36727;36728;36729;36730;36731;36732;36733;36734;36735;37987;37988;37989;38165;38166;38167;38168;38169;38170;38171;38172;41071;41072;41073;41074;41075;41076;41077,3719;4466;5754;5987;6189;6645;6687;6698;7605;7616;8796;9105;10837;12857;14156;16344;16346;17966;19976;20506;22733;22768;22769;23201;25028;25422;31693;31704;36732;37987;38166;41071,218;219;220;221,154;425;426;541,9606;9606
